,LOCATION,TIME,Value
137,FIN,2011,7.7819198508853695
138,FIN,2012,7.68587360594804
139,FIN,2013,8.20254110612855
140,FIN,2014,8.667661877215801
141,FIN,2015,9.37238493723858
142,FIN,2016,8.809013874662538
143,FIN,2017,8.64345738295309
144,FIN,2018,7.366885485047411
145,FIN,2019,6.69151741012055
146,FIN,2020,9.111227923096429
147,FRA,2000,8.54428461636833
148,FRA,2001,7.778795385444339
149,FRA,2002,7.901169905773151
150,FRA,2003,8.505371232731541
151,FRA,2004,8.849668701397029
152,FRA,2005,8.849851651030301
153,FRA,2006,8.812829959137948
154,FRA,2007,7.98919501295623
155,FRA,2008,7.40070937339101
156,FRA,2009,9.093137793197721
157,FRA,2010,9.241247803330038
158,FRA,2011,9.19662405662343
159,FRA,2012,9.760450512822631
160,FRA,2013,10.304997083380501
161,FRA,2014,10.2687619227436
162,FRA,2015,10.3462773405846
163,FRA,2016,10.0298527658207
164,FRA,2017,9.408370723736411
165,FRA,2018,9.01817839520129
166,FRA,2019,8.4428273027424
167,FRA,2020,11.307029341315301
168,DEU,2000,7.946569107074491
169,DEU,2001,7.798963818583321
170,DEU,2002,8.60897626427752
171,DEU,2003,9.69458044551834
172,DEU,2004,10.3307179616975
173,DEU,2005,11.020577842444402
174,DEU,2006,10.0420393191279
175,DEU,2007,8.577401569961669
176,DEU,2008,7.40771107057209
177,DEU,2009,7.647457348744579
178,DEU,2010,6.95157514272806
179,DEU,2011,5.85787646903609
180,DEU,2012,5.380622487931969
181,DEU,2013,5.238162034346639
182,DEU,2014,5.008559939483209
183,DEU,2015,4.63161234039178
184,DEU,2016,4.16018360043566
185,DEU,2017,3.7562588203452703
186,DEU,2018,3.3985919567943
187,DEU,2019,3.15445351482593
188,DEU,2020,4.61748836145623
189,GRC,2000,11.5810792590466
190,GRC,2001,10.7923787284469
191,GRC,2002,10.3550109298806
192,GRC,2003,9.79418026969483
193,GRC,2004,10.5912007332722
194,GRC,2005,9.99675923112759
195,GRC,2006,9.008234980831938
196,GRC,2007,8.39655587668594
197,GRC,2008,7.760022007152379
198,GRC,2009,9.61572797428925
199,GRC,2010,12.7134441876072
200,GRC,2011,17.864540864130603
201,GRC,2012,24.4392979657776
202,GRC,2013,27.4664244201051
203,GRC,2014,26.4916046085009
204,GRC,2015,24.8969085567198
205,GRC,2016,23.539272007300703
206,GRC,2017,21.4876378871168
207,GRC,2018,19.291911322883
208,GRC,2019,17.3127338854723
209,GRC,2020,19.5749194141715
210,HUN,2000,6.392068022137081
211,HUN,2001,5.70761964092625
212,HUN,2002,5.81771345774034
213,HUN,2003,5.86896052163174
214,HUN,2004,6.09280706893989
215,HUN,2005,7.225613133299791
216,HUN,2006,7.4941841589411196
217,HUN,2007,7.417103314862679
218,HUN,2008,7.83649701454847
219,HUN,2009,10.0505111482205
220,HUN,2010,11.1767834077645
221,HUN,2011,11.032467174734599
222,HUN,2012,10.9999156090851
223,HUN,2013,10.157456214345599
224,HUN,2014,7.718228935663719
225,HUN,2015,6.79479556576813
226,HUN,2016,5.10118993884931
227,HUN,2017,4.14902802501308
228,HUN,2018,3.7061750673225498
229,HUN,2019,3.4216505507103503
230,HUN,2020,6.88037468645169
231,ISL,2000,2.29210272213902
232,ISL,2001,2.24204531821025
233,ISL,2002,3.23388334422213
234,ISL,2003,3.33538272664559
235,ISL,2004,3.05142503097924
236,ISL,2005,2.5915323188185897
237,ISL,2006,2.87471395880993
238,ISL,2007,2.28492773571906
239,ISL,2008,2.9662738724097206
240,ISL,2009,7.221761944214309
241,ISL,2010,7.552119287588139
242,ISL,2011,7.02387562465283
243,ISL,2012,6.02861508542853
244,ISL,2013,5.379832387131651
245,ISL,2014,4.93381468110697
246,ISL,2015,3.98484452573804
247,ISL,2016,2.9902023158161404
248,ISL,2017,2.7575833542241206
249,ISL,2018,2.73284313725478
250,ISL,2019,3.5260254241774303
251,ISL,2020,7.83373674254596
252,IRL,2000,4.47749131172715
253,IRL,2001,4.17794716782757
254,IRL,2002,4.727085478887741
255,IRL,2003,4.83333753879539
256,IRL,2004,4.72886996525229
257,IRL,2005,4.62400692665005
258,IRL,2006,4.74955567230413
259,IRL,2007,4.979040123192751
260,IRL,2008,6.7814033340045095
261,IRL,2009,12.5979982867243
262,IRL,2010,14.5442441054092
263,IRL,2011,15.3647029819469
264,IRL,2012,15.448525526437098
265,IRL,2013,13.734220896319899
266,IRL,2014,11.8497750393404
267,IRL,2015,9.90880527243467
268,IRL,2016,8.356255641036661
269,IRL,2017,6.70833466203217
270,IRL,2018,5.738175516978611
271,IRL,2019,4.941366678263719
272,IRL,2020,12.2550394724946
273,ITA,2000,9.98588915289761
274,ITA,2001,9.00373250780134
275,ITA,2002,8.51783010672416
276,ITA,2003,8.42330915192349
277,ITA,2004,7.964510788545621
278,ITA,2005,7.69882577662718
279,ITA,2006,6.7936635367151705
280,ITA,2007,6.1303660281611005
281,ITA,2008,6.72602342392347
282,ITA,2009,7.7343799468966905
283,ITA,2010,8.33109515450585
284,ITA,2011,8.41620970473191
285,ITA,2012,10.682584993868801
286,ITA,2013,12.132296775066099
287,ITA,2014,12.620192789681301
288,ITA,2015,11.910772169788
289,ITA,2016,11.6712659415751
290,ITA,2017,11.2606268633487
291,ITA,2018,10.6300934022729
292,ITA,2019,9.946554377286331
293,ITA,2020,10.068155873072
294,JPN,2000,4.730819918463871
295,JPN,2001,5.0330766192733
296,JPN,2002,5.356786924456849
297,JPN,2003,5.25000000000001
298,JPN,2004,4.71709948563542
299,JPN,2005,4.426652633689179
300,JPN,2006,4.12514223550448
301,JPN,2007,3.8407359852404
302,JPN,2008,3.96534072464853
303,JPN,2009,5.044543848438139
304,JPN,2010,5.02871216214519
305,JPN,2011,4.58508111386264
306,JPN,2012,4.346501472529701
307,JPN,2013,4.036203213288
308,JPN,2014,3.5912891063389702
309,JPN,2015,3.36612241817405
310,JPN,2016,3.11696096306102
311,JPN,2017,2.8198705389251297
312,JPN,2018,2.44009565174954
313,JPN,2019,2.35248559949659
314,JPN,2020,3.36639014756275
315,KOR,2000,4.3971342996041605
316,KOR,2001,3.96337286585479
317,KOR,2002,3.25155198421908
318,KOR,2003,3.5708965423481698
319,KOR,2004,3.6579396749276696
320,KOR,2005,3.7365819687942405
321,KOR,2006,3.4816295891338505
322,KOR,2007,3.24986345399118
323,KOR,2008,3.1684558275209804
324,KOR,2009,3.64859313052863
325,KOR,2010,3.6956835378104502
326,KOR,2011,3.3863322847787596
327,KOR,2012,3.2003871459526603
328,KOR,2013,3.10204084238333
329,KOR,2014,3.50250591545097
330,KOR,2015,3.59430158301977
331,KOR,2016,3.6824795921809796
332,KOR,2017,3.68387256824705
333,KOR,2018,3.8549749889925295
334,KOR,2019,3.7631337261254
335,KOR,2020,4.61746907461447
336,LUX,2000,2.38479385114807
337,LUX,2001,2.21082970733329
338,LUX,2002,2.48919210967233
339,LUX,2003,3.2864337461962796
340,LUX,2004,3.69376388215054
341,LUX,2005,4.09640017473138
342,LUX,2006,4.2301362365973105
343,LUX,2007,4.17874685801176
344,LUX,2008,4.15135568244928
345,LUX,2009,5.4611546679977
346,LUX,2010,5.81353710022012
347,LUX,2011,5.6608629677855395
348,LUX,2012,6.0958053455848304
349,LUX,2013,6.82120741684095
350,LUX,2014,7.074544886178019
351,LUX,2015,6.770171444263
352,LUX,2016,6.34004500890254
353,LUX,2017,5.91506961865893
354,LUX,2018,5.45112091680889
355,LUX,2019,5.36043770374996
356,LUX,2020,7.237548813285789
357,MEX,2000,3.57116282593823
358,MEX,2001,3.5462371344087797
359,MEX,2002,3.86871855810633
360,MEX,2003,3.96735062443532
361,MEX,2004,4.65664886447911
362,MEX,2005,3.55789847544958
363,MEX,2006,3.5659553736626695
364,MEX,2007,3.6451557751959505
365,MEX,2008,3.90360847201751
366,MEX,2009,5.37921358083805
367,MEX,2010,5.32899337857878
368,MEX,2011,5.19454211362275
369,MEX,2012,4.9230801078861
370,MEX,2013,4.94288088595205
371,MEX,2014,4.83136733937461
372,MEX,2015,4.33567260419327
373,MEX,2016,3.88451523317016
374,MEX,2017,3.4379521899622705
375,MEX,2018,3.30073669808083
376,MEX,2019,3.5051071747994196
377,MEX,2020,6.33963130634218
378,NLD,2000,3.59889271977333
379,NLD,2001,2.9739641070474603
380,NLD,2002,3.6232335413346703
381,NLD,2003,4.83654139932783
382,NLD,2004,5.667544570502441
383,NLD,2005,5.8926797949499905
384,NLD,2006,5.01176893002474
385,NLD,2007,4.16043481236009
386,NLD,2008,3.6543669925664104
387,NLD,2009,4.35557504074417
388,NLD,2010,5.00043041195207
389,NLD,2011,4.974843609511599
390,NLD,2012,5.8315904508884
391,NLD,2013,7.262512386187299
392,NLD,2014,7.4375663313704
393,NLD,2015,6.89710009354537
394,NLD,2016,6.026375879584321
395,NLD,2017,4.855194337146759
396,NLD,2018,3.8367048723686006
397,NLD,2019,3.3893275300804
398,NLD,2020,6.467476352488
399,NZL,2000,6.14321116473197
400,NZL,2001,5.45873910814967
401,NZL,2002,5.29521441889372
402,NZL,2003,4.75493782004389
403,NZL,2004,4.00996559496975
404,NZL,2005,3.8221709006928397
405,NZL,2006,3.85656292286874
406,NZL,2007,3.58968659702156
407,NZL,2008,3.9978034047226805
408,NZL,2009,5.84365749369587
409,NZL,2010,6.136437819606139
410,NZL,2011,5.95186935969059
411,NZL,2012,6.3720781300032
412,NZL,2013,5.757832345469941
413,NZL,2014,5.37568095384932
414,NZL,2015,5.36379188890007
415,NZL,2016,5.0957261651518095
416,NZL,2017,4.7012549166510595
417,NZL,2018,4.286369894446991
418,NZL,2019,4.06881485527034
419,NZL,2020,8.13948071032766
420,NOR,2000,3.3309041025421204
421,NOR,2001,3.51191046651546
422,NOR,2002,3.7629917846456302
423,NOR,2003,4.045180210812649
424,NOR,2004,4.18516169942929
425,NOR,2005,4.3816106398575805
426,NOR,2006,3.39830238835689
427,NOR,2007,2.4926142907215403
428,NOR,2008,2.54901770743481
429,NOR,2009,3.1033446728500897
430,NOR,2010,3.5213441098744305
431,NOR,2011,3.21500143143431
432,NOR,2012,3.12406324940048
433,NOR,2013,3.4236341194049102
434,NOR,2014,3.48438777478711
435,NOR,2015,4.29685730592573
436,NOR,2016,4.679059852221201
437,NOR,2017,4.16141807208171
438,NOR,2018,3.80021132183599
439,NOR,2019,3.68767788900613
440,NOR,2020,6.2621859087825
441,POL,2000,16.0168366140602
442,POL,2001,18.161121187794198
443,POL,2002,19.8432367155738
444,POL,2003,19.555741282558202
445,POL,2004,18.8895980560139
446,POL,2005,17.666644209879998
447,POL,2006,13.7791335218275
448,POL,2007,9.55920274965849
449,POL,2008,7.08616239154486
450,POL,2009,8.12984211324656
451,POL,2010,9.579579141050539
452,POL,2011,9.619657561103118
453,POL,2012,10.1274767109855
454,POL,2013,10.326071315509198
455,POL,2014,8.95601635933128
456,POL,2015,7.46090434332245
457,POL,2016,6.130744860908179
458,POL,2017,4.8644107080774095
459,POL,2018,3.8741943950307705
460,POL,2019,3.2780143927155203
461,POL,2020,7.929025489467139
462,PRT,2000,4.02790932325602
463,PRT,2001,4.00947148726684
464,PRT,2002,4.99512861832844
465,PRT,2003,6.26400371745502
466,PRT,2004,6.62285859214683
467,PRT,2005,7.58184714542062
468,PRT,2006,7.64733959133577
469,PRT,2007,7.963818078309861
470,PRT,2008,7.552070393842371
471,PRT,2009,9.43160638525727
472,PRT,2010,10.770218637715399
473,PRT,2011,12.677197991986402
474,PRT,2012,15.5264184594805
475,PRT,2013,16.1833440563146
476,PRT,2014,13.8936863407376
477,PRT,2015,12.444239125727199
478,PRT,2016,11.066426560968699
479,PRT,2017,8.86735607849524
480,PRT,2018,6.9936551618698095
481,PRT,2019,6.463051278870321
482,PRT,2020,12.968837994879
483,SVK,2000,18.7570064556032
484,SVK,2001,19.3025288317215
485,SVK,2002,18.6276947797311
486,SVK,2003,17.5008813804801
487,SVK,2004,18.1332101128787
488,SVK,2005,16.169238916628803
489,SVK,2006,13.310920887834198
490,SVK,2007,11.016845184730801
491,SVK,2008,9.5663644470868
492,SVK,2009,12.051227241888899
493,SVK,2010,14.3728062072788
494,SVK,2011,13.605664284781401
495,SVK,2012,13.948032034288198
496,SVK,2013,14.2167920376389
497,SVK,2014,13.178344417092301
498,SVK,2015,11.47630786086
499,SVK,2016,9.64513936097892
500,SVK,2017,8.13079701595484
501,SVK,2018,6.5488679279706705
502,SVK,2019,5.7534996120594
503,SVK,2020,9.619757275698609
504,ESP,2000,11.1936657710965
505,ESP,2001,10.5290217683387
506,ESP,2002,11.4503414221245
507,ESP,2003,11.4835680394474
508,ESP,2004,10.961668942653699
509,ESP,2005,9.14616696348959
510,ESP,2006,8.45214468795304
511,ESP,2007,8.2321583246288
512,ESP,2008,11.254542754733
513,ESP,2009,17.8567436501522
514,ESP,2010,19.859723834643198
515,ESP,2011,21.3905163842435
516,ESP,2012,24.787149639348698
517,ESP,2013,26.0935419709898
518,ESP,2014,24.441315075535
519,ESP,2015,22.057278970771602
520,ESP,2016,19.6347061974414
521,ESP,2017,17.223517565180302
522,ESP,2018,15.2547370636454
523,ESP,2019,14.104157821370801
524,ESP,2020,20.1216795017721
525,SWE,2000,6.74843225650625
526,SWE,2001,5.833738015247331
527,SWE,2002,5.952072771725451
528,SWE,2003,6.56575331429646
529,SWE,2004,7.37346727545128
530,SWE,2005,7.65194709590195
531,SWE,2006,7.05515303186904
532,SWE,2007,6.127829129530389
533,SWE,2008,6.184723238442039
534,SWE,2009,8.30647160922391
535,SWE,2010,8.578980529041349
536,SWE,2011,7.77062782765021
537,SWE,2012,7.961272867775119
538,SWE,2013,8.01648367763949
539,SWE,2014,7.9254094248112095
540,SWE,2015,7.39726377007629
541,SWE,2016,6.9421586806202695
542,SWE,2017,6.66755484776473
543,SWE,2018,6.32283815513177
544,SWE,2019,6.7754330536930505
545,SWE,2020,10.5553767783769
546,CHE,2000,3.13412660083018
547,CHE,2001,2.7731293572802995
548,CHE,2002,3.5223055942525696
549,CHE,2003,4.76406786925181
550,CHE,2004,5.057927784768419
551,CHE,2005,5.06205150152237
552,CHE,2006,4.5816883076298796
553,CHE,2007,4.15723989344565
554,CHE,2008,3.89071423011775
555,CHE,2009,4.76269717612921
556,CHE,2010,4.80489774788562
557,CHE,2011,4.40881383543122
558,CHE,2012,4.4965124833472405
559,CHE,2013,4.748120336378469
560,CHE,2014,4.82506403429339
561,CHE,2015,4.80912358238565
562,CHE,2016,4.91684476412739
563,CHE,2017,4.79268006518659
564,CHE,2018,4.72209006829143
565,CHE,2019,4.38842890130941
566,CHE,2020,5.6993316145365
567,TUR,2000,5.9969472450556305
568,TUR,2001,7.803685611002241
569,TUR,2002,9.76432090597909
570,TUR,2003,9.92514589279817
571,TUR,2004,9.68769669845131
572,TUR,2005,9.50076923076923
573,TUR,2006,9.03424897009866
574,TUR,2007,9.15623083022877
575,TUR,2008,10.024579866358401
576,TUR,2009,13.0271628860479
577,TUR,2010,11.108779175058801
578,TUR,2011,9.12410663049714
579,TUR,2012,8.41218864101241
580,TUR,2013,9.035779633131929
581,TUR,2014,9.93811483361667
582,TUR,2015,10.28676641883
583,TUR,2016,10.900916139663599
584,TUR,2017,10.9092680973904
585,TUR,2018,10.991655927751902
586,TUR,2019,13.6949004943268
587,TUR,2020,16.756491684982098
588,GBR,2000,5.45914242961077
589,GBR,2001,5.0999529129746195
590,GBR,2002,5.187843007523901
591,GBR,2003,5.01333692350412
592,GBR,2004,4.754750995267781
593,GBR,2005,4.83106129955384
594,GBR,2006,5.424551267486769
595,GBR,2007,5.33226994062724
596,GBR,2008,5.68677383415566
597,GBR,2009,7.61430970563072
598,GBR,2010,7.87064033663772
599,GBR,2011,8.11053853913343
600,GBR,2012,7.96764596504277
601,GBR,2013,7.60826945698053
602,GBR,2014,6.1799766620651795
603,GBR,2015,5.3848073128133
604,GBR,2016,4.893376377268611
605,GBR,2017,4.40234692432138
606,GBR,2018,4.08051627401554
607,GBR,2019,3.82796865493304
608,GBR,2020,10.4011239107719
609,USA,2000,3.98713288903928
610,USA,2001,4.750389369051151
611,USA,2002,5.78171553029933
612,USA,2003,5.9865392032054805
613,USA,2004,5.523039995928889
614,USA,2005,5.07678052102463
615,USA,2006,4.6174650752433
616,USA,2007,4.619105436421769
617,USA,2008,5.798497617799191
618,USA,2009,9.27084920946331
619,USA,2010,9.62280877038789
620,USA,2011,8.94295800777223
621,USA,2012,8.065393835303379
622,USA,2013,7.37259822927224
623,USA,2014,6.158009195940441
624,USA,2015,5.27778912071495
625,USA,2016,4.87260731393622
626,USA,2017,4.35322090003471
627,USA,2018,3.8922942364243003
628,USA,2019,3.66235570457143
629,USA,2020,12.9214524483201
630,BRA,2000,7.093245835054329
631,BRA,2001,11.2588661916308
632,BRA,2002,11.6769123932459
633,BRA,2003,10.802639832567198
634,BRA,2004,10.111187428168499
635,BRA,2005,10.5063030878248
636,BRA,2006,9.617292853597961
637,BRA,2007,9.32095610885569
638,BRA,2008,8.33316695971457
639,BRA,2009,9.41973502376974
640,BRA,2010,8.67889316191396
641,BRA,2011,7.9380513000583806
642,BRA,2012,7.34537781057366
643,BRA,2013,7.12496433302903
644,BRA,2014,6.8165346168174805
645,BRA,2015,8.51524079433414
646,BRA,2016,11.504671020550498
647,BRA,2017,12.7410011326766
648,BRA,2018,12.259845736650698
649,BRA,2019,11.869788180626399
650,BRA,2020,14.425706551654802
651,BGR,2000,16.686834401810902
652,BGR,2001,19.7811257364564
653,BGR,2002,18.3616596654571
654,BGR,2003,13.8234254189291
655,BGR,2004,12.1560876503145
656,BGR,2005,10.1871236711642
657,BGR,2006,9.040737971774071
658,BGR,2007,6.9425428849842
659,BGR,2008,5.66510378233189
660,BGR,2009,6.88759202052217
661,BGR,2010,10.279787604068
662,BGR,2011,11.260165947163301
663,BGR,2012,12.2700395446017
664,BGR,2013,12.941333511312802
665,BGR,2014,11.4241361894293
666,BGR,2015,9.14301126019825
667,BGR,2016,7.57576918068949
668,BGR,2017,6.164363159775999
669,BGR,2018,5.21121467227901
670,BGR,2019,4.229951789013049
671,BGR,2020,7.988540634823081
672,CHL,2000,9.92354353603606
673,CHL,2001,10.0535734962184
674,CHL,2002,9.98452293004875
675,CHL,2003,9.71887688556189
676,CHL,2004,10.2373917015173
677,CHL,2005,9.41788893786167
678,CHL,2006,7.97557904055303
679,CHL,2007,7.268401646576941
680,CHL,2008,7.972333763470661
681,CHL,2009,9.889132201496249
682,CHL,2010,8.27949802053601
683,CHL,2011,7.32010439750767
684,CHL,2012,6.58178465380054
685,CHL,2013,6.129085799413559
686,CHL,2014,6.4205669331987
687,CHL,2015,6.36726802906998
688,CHL,2016,6.68345077009385
689,CHL,2017,6.97162392398926
690,CHL,2018,7.35909603924201
691,CHL,2019,7.242522732478871
692,CHL,2020,10.0614397780784
693,COL,2001,14.97689920981
694,COL,2002,15.558527626755
695,COL,2003,14.0858380828822
696,COL,2004,13.647065913113401
697,COL,2005,11.795949782644
698,COL,2006,12.033117822864401
699,COL,2007,11.176351020831401
700,COL,2008,11.2617339031219
701,COL,2009,12.012312490376198
702,COL,2010,11.773653112082801
703,COL,2011,10.808775770981901
704,COL,2012,10.3688168016996
705,COL,2013,9.63165869108342
706,COL,2014,9.09408438133976
707,COL,2015,8.91951105933784
708,COL,2016,9.21453187222444
709,COL,2017,9.369743316795029
710,COL,2018,9.67674721197517
711,COL,2019,10.5008999642412
712,COL,2020,19.812825155688397
713,CRI,2010,8.77265383598455
714,CRI,2011,10.3083998970036
715,CRI,2012,10.172149788529302
716,CRI,2013,9.38119962724241
717,CRI,2014,9.620069509703901
718,CRI,2015,9.61300749284883
719,CRI,2016,9.538267293814279
720,CRI,2017,9.07021841463539
721,CRI,2018,10.280842182215
722,CRI,2019,11.759155132992198
723,CRI,2020,17.0135944321359
724,EST,2000,14.6238284521039
725,EST,2001,13.0089997049277
726,EST,2002,11.2269084615674
727,EST,2003,10.342007434944199
728,EST,2004,10.1407083939835
729,EST,2005,8.03077842522039
730,EST,2006,5.9120768064679
731,EST,2007,4.59194776931446
732,EST,2008,5.455069539525829
733,EST,2009,13.549021035009801
734,EST,2010,16.7069951605807
735,EST,2011,12.3251335343919
736,EST,2012,10.023045688992902
737,EST,2013,8.628359251498111
738,EST,2014,7.35097864768683
739,EST,2015,6.18458610846812
740,EST,2016,6.7585159470601
741,EST,2017,5.7630392788151905
742,EST,2018,5.37029787536923
743,EST,2019,4.4477654402796505
744,EST,2020,10.0908263386609
745,ISR,2000,10.9515620077954
746,ISR,2001,11.5941752297249
747,ISR,2002,12.7915818181829
748,ISR,2003,13.280167323905198
749,ISR,2004,12.8570487072924
750,ISR,2005,11.2983486599579
751,ISR,2006,10.4759671470536
752,ISR,2007,9.147672881483
753,ISR,2008,7.72834430682654
754,ISR,2009,9.47656071066908
755,ISR,2010,8.33683595009442
756,ISR,2011,7.11051383148621
757,ISR,2012,6.8760273997729895
758,ISR,2013,6.24107176196596
759,ISR,2014,5.88303632508141
760,ISR,2015,5.25154363172078
761,ISR,2016,4.80868809019664
762,ISR,2017,4.2238089780179
763,ISR,2018,3.99063139075076
764,ISR,2019,3.8130112617372203
765,ISR,2020,8.00677797928756
766,LVA,2000,14.923217827476401
767,LVA,2001,13.5941875732494
768,LVA,2002,12.4826704980176
769,LVA,2003,11.6485444895609
770,LVA,2004,11.732930776235001
771,LVA,2005,10.008594047734801
772,LVA,2006,7.00583200755801
773,LVA,2007,6.04134600231529
774,LVA,2008,7.753189322571571
775,LVA,2009,17.5461061371915
776,LVA,2010,19.4830421150135
777,LVA,2011,16.1983225080152
778,LVA,2012,15.021374402117601
779,LVA,2013,11.8416216536454
780,LVA,2014,10.8268184884675
781,LVA,2015,9.88364765538897
782,LVA,2016,9.649377116723551
783,LVA,2017,8.708345998108259
784,LVA,2018,7.46146620298706
785,LVA,2019,6.30416502205214
786,LVA,2020,9.554302086388429
787,LTU,2002,13.7658713161043
788,LTU,2003,12.4173950117246
789,LTU,2004,10.882795833856198
790,LTU,2005,8.32427941458425
791,LTU,2006,5.781118639038629
792,LTU,2007,4.25138936987745
793,LTU,2008,5.825194668074451
794,LTU,2009,13.7853181290185
795,LTU,2010,17.813678507320102
796,LTU,2011,15.389936894678199
797,LTU,2012,13.3645716614037
798,LTU,2013,11.7695234520295
799,LTU,2014,10.6986899563319
800,LTU,2015,9.119223895838651
801,LTU,2016,7.86098609184123
802,LTU,2017,7.073409125983829
803,LTU,2018,6.147806792968099
804,LTU,2019,6.25520700068933
805,LTU,2020,9.54335044980177
806,ROU,2000,6.87278538202912
807,ROU,2001,6.378741036266019
808,ROU,2002,8.38609724771448
809,ROU,2003,6.977376760698791
810,ROU,2004,7.963002661083231
811,ROU,2005,7.11968741674445
812,ROU,2006,7.15895283573538
813,ROU,2007,6.3516246615749905
814,ROU,2008,5.60103640030587
815,ROU,2009,6.5163952026291705
816,ROU,2010,6.959184471095379
817,ROU,2011,7.17736492912248
818,ROU,2012,6.793666621517019
819,ROU,2013,7.096025330042959
820,ROU,2014,6.80213316414245
821,ROU,2015,6.811770795484719
